title,genre,release_date,popularity,release_year
Red Notice,Thriller,2021-11-04,326.28,2021
Those Who Wish Me Dead,Thriller,2021-05-05,74.789,2021
Hitman's Wife's Bodyguard,Action,2021-06-14,52.354,2021
Hitman's Wife's Bodyguard,Comedy,2021-06-14,52.354,2021
Hitman's Wife's Bodyguard,Thriller,2021-06-14,52.354,2021
The Lost City,Action,2022-03-24,1242.491,2022
The Lost City,Adventure,2022-03-24,1242.491,2022
The Lost City,Comedy,2022-03-24,1242.491,2022
Fear Street: 1994,Mystery,2021-06-28,131.811,2021
Fear Street: 1994,Horror,2021-06-28,131.811,2021
Benedetta,Drama,2021-07-09,29.146,2021
Benedetta,History,2021-07-09,29.146,2021
Benedetta,Romance,2021-07-09,29.146,2021
Scream,Horror,2022-01-12,364.119,2022
Scream,Mystery,2022-01-12,364.119,2022
Scream,Thriller,2022-01-12,364.119,2022
Monster Hunter,Action,2020-12-03,190.509,2020
Monster Hunter,Fantasy,2020-12-03,190.509,2020
Monster Hunter,Adventure,2020-12-03,190.509,2020
X,Horror,2022-03-17,85.217,2022
X,Mystery,2022-03-17,85.217,2022
X,Thriller,2022-03-17,85.217,2022
Breaking Surface,Thriller,2020-02-14,27.67,2020
Breaking Surface,Drama,2020-02-14,27.67,2020
Breaking Surface,Action,2020-02-14,27.67,2020
Coven,Drama,2020-10-02,7.153,2020
Coven,History,2020-10-02,7.153,2020
He's All That,Romance,2021-08-27,87.777,2021
He's All That,Comedy,2021-08-27,87.777,2021
The Harder They Fall,Western,2021-10-22,118.079,2021
The Unholy,Horror,2021-03-31,268.732,2021
The Unholy,Mystery,2021-03-31,268.732,2021
The Sadness,Horror,2021-01-22,227.808,2021
The Sadness,Action,2021-01-22,227.808,2021
The Sadness,Thriller,2021-01-22,227.808,2021
Run Hide Fight,Action,2020-09-10,19.112,2020
Run Hide Fight,Crime,2020-09-10,19.112,2020
Run Hide Fight,Thriller,2020-09-10,19.112,2020
Sweet Girl,Action,2021-08-18,103.327,2021
Major Grom: Plague Doctor,Action,2021-04-01,126.802,2021
Major Grom: Plague Doctor,Adventure,2021-04-01,126.802,2021
Spree,Thriller,2020-08-14,86.156,2020
Spree,Horror,2020-08-14,86.156,2020
Spree,Comedy,2020-08-14,86.156,2020
The Royal Treatment,Romance,2022-01-20,82.448,2022
The Royal Treatment,Comedy,2022-01-20,82.448,2022
Chaos Walking,Science Fiction,2021-02-24,74.2,2021
Multiverse,Drama,2021-11-12,8.678,2021
Multiverse,Science Fiction,2021-11-12,8.678,2021
Jolt,Action,2021-07-15,87.489,2021
Jolt,Thriller,2021-07-15,87.489,2021
Thor: Love and Thunder,Action,2022-07-06,8772.151,2022
Thor: Love and Thunder,Adventure,2022-07-06,8772.151,2022
Thor: Love and Thunder,Fantasy,2022-07-06,8772.151,2022
Rising High,Comedy,2020-04-17,10.069,2020
Rising High,Drama,2020-04-17,10.069,2020
The Life Ahead,Drama,2020-11-03,8.698,2020
House of Gucci,Drama,2021-11-24,102.898,2021
House of Gucci,Crime,2021-11-24,102.898,2021
House of Gucci,History,2021-11-24,102.898,2021
Kate,Action,2021-09-10,69.889,2021
Escape Room: Tournament of Champions,Horror,2021-07-01,174.4,2021
Escape Room: Tournament of Champions,Thriller,2021-07-01,174.4,2021
Escape Room: Tournament of Champions,Mystery,2021-07-01,174.4,2021
Noelle,Family,2020-11-20,11.669,2020
Noelle,Comedy,2020-11-20,11.669,2020
Noelle,Fantasy,2020-11-20,11.669,2020
Dolittle,Family,2020-01-01,48.821,2020
Dolittle,Fantasy,2020-01-01,48.821,2020
Dolittle,Adventure,2020-01-01,48.821,2020
LEGO Star Wars Holiday Special,Animation,2020-11-17,26.435,2020
LEGO Star Wars Holiday Special,Family,2020-11-17,26.435,2020
LEGO Star Wars Holiday Special,Adventure,2020-11-17,26.435,2020
LEGO Star Wars Holiday Special,Comedy,2020-11-17,26.435,2020
LEGO Star Wars Holiday Special,Science Fiction,2020-11-17,26.435,2020
Sergio,Drama,2020-01-28,9.098,2020
Infinite,Science Fiction,2021-09-09,181.52,2021
Infinite,Action,2021-09-09,181.52,2021
Infinite,Thriller,2021-09-09,181.52,2021
Ma Rainey's Black Bottom,Drama,2020-11-25,9.068,2020
Ma Rainey's Black Bottom,Music,2020-11-25,9.068,2020
The Night House,Horror,2021-07-15,21.278,2021
The Night House,Thriller,2021-07-15,21.278,2021
The Night House,Mystery,2021-07-15,21.278,2021
The Voyeurs,Thriller,2021-08-25,55.399,2021
Saint Maud,Drama,2020-10-09,17.015,2020
Saint Maud,Horror,2020-10-09,17.015,2020
Saint Maud,Mystery,2020-10-09,17.015,2020
The Tender Bar,Drama,2021-12-17,38.86,2021
I Am All Girls,Crime,2021-05-14,44.808,2021
I Am All Girls,Drama,2021-05-14,44.808,2021
I Am All Girls,Mystery,2021-05-14,44.808,2021
I Am All Girls,Thriller,2021-05-14,44.808,2021
The Last Days of American Crime,Action,2020-06-05,10.095,2020
The Last Days of American Crime,Crime,2020-06-05,10.095,2020
The Last Days of American Crime,Thriller,2020-06-05,10.095,2020
Halloween Kills,Horror,2021-10-14,260.686,2021
Halloween Kills,Thriller,2021-10-14,260.686,2021
The Trip,Action,2021-07-30,58.155,2021
The Trip,Comedy,2021-07-30,58.155,2021
The Trip,Thriller,2021-07-30,58.155,2021
The Trip,Horror,2021-07-30,58.155,2021
Pig,Drama,2021-07-16,13.756,2021
Pig,Thriller,2021-07-16,13.756,2021
Swallow,Drama,2020-01-15,13.761,2020
Swallow,Horror,2020-01-15,13.761,2020
Swallow,Thriller,2020-01-15,13.761,2020
The Matrix Resurrections,Science Fiction,2021-12-16,292.502,2021
The Matrix Resurrections,Action,2021-12-16,292.502,2021
The Matrix Resurrections,Adventure,2021-12-16,292.502,2021
Snake Eyes: G.I. Joe Origins,Action,2021-06-26,186.134,2021
Snake Eyes: G.I. Joe Origins,Adventure,2021-06-26,186.134,2021
Lost Bullet,Action,2020-06-19,11.556,2020
Lost Bullet,Thriller,2020-06-19,11.556,2020
Lost Bullet,Crime,2020-06-19,11.556,2020
Operation Mincemeat,War,2022-04-01,44.29,2022
Operation Mincemeat,History,2022-04-01,44.29,2022
Operation Mincemeat,Drama,2022-04-01,44.29,2022
The Hunt,Action,2020-03-11,32.808,2020
The Hunt,Thriller,2020-03-11,32.808,2020
The Hunt,Horror,2020-03-11,32.808,2020
Jingle Jangle: A Christmas Journey,Family,2020-11-06,28.626,2020
Jingle Jangle: A Christmas Journey,Fantasy,2020-11-06,28.626,2020
Jingle Jangle: A Christmas Journey,Music,2020-11-06,28.626,2020
Narco Sub,Action,2021-01-22,117.299,2021
Narco Sub,Drama,2021-01-22,117.299,2021
Narco Sub,Crime,2021-01-22,117.299,2021
I Care a Lot,Comedy,2021-02-19,41.113,2021
I Care a Lot,Crime,2021-02-19,41.113,2021
I Care a Lot,Thriller,2021-02-19,41.113,2021
I Care a Lot,Drama,2021-02-19,41.113,2021
Caught by a Wave,Drama,2021-03-25,23.568,2021
Caught by a Wave,Romance,2021-03-25,23.568,2021
Freaky,Comedy,2020-11-12,32.81,2020
Freaky,Fantasy,2020-11-12,32.81,2020
Freaky,Horror,2020-11-12,32.81,2020
Freaky,Thriller,2020-11-12,32.81,2020
I'm Thinking of Ending Things,Drama,2020-08-28,13.667,2020
I'm Thinking of Ending Things,Mystery,2020-08-28,13.667,2020
I'm Thinking of Ending Things,Thriller,2020-08-28,13.667,2020
I'm Thinking of Ending Things,Horror,2020-08-28,13.667,2020
I'm Thinking of Ending Things,Fantasy,2020-08-28,13.667,2020
Oxygen,Science Fiction,2021-05-12,44.5,2021
Oxygen,Thriller,2021-05-12,44.5,2021
Oxygen,Horror,2021-05-12,44.5,2021
The Protégé,Action,2021-08-19,78.419,2021
The Protégé,Thriller,2021-08-19,78.419,2021
The Last Mercenary,Action,2021-07-30,119.265,2021
The Last Mercenary,Comedy,2021-07-30,119.265,2021
The Way Back,Drama,2020-03-05,19.184,2020
Books of Blood,Horror,2020-10-07,30.953,2020
Books of Blood,Science Fiction,2020-10-07,30.953,2020
The Kid Detective,Comedy,2020-10-16,10.905,2020
The Kid Detective,Drama,2020-10-16,10.905,2020
The Kid Detective,Mystery,2020-10-16,10.905,2020
The Lost Daughter,Drama,2021-12-16,36.107,2021
The Eyes of Tammy Faye,Drama,2021-09-17,14.787,2021
The Eyes of Tammy Faye,History,2021-09-17,14.787,2021
Coming 2 America,Comedy,2021-03-04,46.394,2021
Radioactive,Drama,2020-03-11,15.311,2020
Radioactive,Romance,2020-03-11,15.311,2020
Radioactive,History,2020-03-11,15.311,2020
The Simpsons in Plusaversary,Animation,2021-11-12,325.46,2021
The Simpsons in Plusaversary,Comedy,2021-11-12,325.46,2021
The Simpsons in Plusaversary,Fantasy,2021-11-12,325.46,2021
Da 5 Bloods,War,2020-06-12,12.557,2020
Da 5 Bloods,Drama,2020-06-12,12.557,2020
The Postcard Killings,Drama,2020-03-13,13.293,2020
The Postcard Killings,Thriller,2020-03-13,13.293,2020
The Christmas Chronicles: Part Two,Family,2020-11-18,45.464,2020
The Christmas Chronicles: Part Two,Fantasy,2020-11-18,45.464,2020
The Christmas Chronicles: Part Two,Adventure,2020-11-18,45.464,2020
The Christmas Chronicles: Part Two,Comedy,2020-11-18,45.464,2020
Being the Ricardos,Drama,2021-12-10,24.338,2021
Being the Ricardos,History,2021-12-10,24.338,2021
Death to 2020,Comedy,2020-12-27,12.39,2020
The Green Knight,Adventure,2021-07-29,25.37,2021
The Green Knight,Drama,2021-07-29,25.37,2021
The Green Knight,Fantasy,2021-07-29,25.37,2021
Till Death,Horror,2021-07-02,18.808,2021
Till Death,Thriller,2021-07-02,18.808,2021
Wonder Woman 1984,Action,2020-12-16,181.404,2020
Wonder Woman 1984,Adventure,2020-12-16,181.404,2020
Wonder Woman 1984,Fantasy,2020-12-16,181.404,2020
The Many Saints of Newark,Crime,2021-09-22,58.719,2021
The Many Saints of Newark,Drama,2021-09-22,58.719,2021
Night Teeth,Horror,2021-10-20,67.396,2021
Night Teeth,Thriller,2021-10-20,67.396,2021
Night Teeth,Action,2021-10-20,67.396,2021
Spenser Confidential,Comedy,2020-03-06,21.502,2020
Spenser Confidential,Action,2020-03-06,21.502,2020
Spenser Confidential,Thriller,2020-03-06,21.502,2020
Host,Horror,2020-12-04,131.577,2020
Host,Thriller,2020-12-04,131.577,2020
Host,Mystery,2020-12-04,131.577,2020
Don't Listen,Drama,2020-07-24,118.026,2020
Don't Listen,Horror,2020-07-24,118.026,2020
Don't Listen,Thriller,2020-07-24,118.026,2020
Old,Thriller,2021-07-21,234.722,2021
Old,Mystery,2021-07-21,234.722,2021
Old,Horror,2021-07-21,234.722,2021
The Sleepover,Family,2020-08-21,10.903,2020
The Sleepover,Action,2020-08-21,10.903,2020
Mortal,Action,2020-02-28,11.556,2020
Mortal,Fantasy,2020-02-28,11.556,2020
Mortal,Thriller,2020-02-28,11.556,2020
Project Power,Action,2020-08-14,22.597,2020
Project Power,Crime,2020-08-14,22.597,2020
Project Power,Science Fiction,2020-08-14,22.597,2020
The Contractor,Action,2022-03-10,518.397,2022
The Contractor,Thriller,2022-03-10,518.397,2022
New Order,Thriller,2020-10-22,17.545,2020
New Order,Drama,2020-10-22,17.545,2020
Offering to the Storm,Crime,2020-07-24,24.769,2020
Offering to the Storm,Thriller,2020-07-24,24.769,2020
Death on the Nile,Crime,2022-02-09,94.418,2022
Death on the Nile,Drama,2022-02-09,94.418,2022
Death on the Nile,Mystery,2022-02-09,94.418,2022
Death on the Nile,Thriller,2022-02-09,94.418,2022
Lamb,Drama,2021-08-12,19.042,2021
Lamb,Fantasy,2021-08-12,19.042,2021
Lamb,Horror,2021-08-12,19.042,2021
Honest Thief,Thriller,2020-09-03,94.574,2020
Honest Thief,Action,2020-09-03,94.574,2020
Honest Thief,Crime,2020-09-03,94.574,2020
Honest Thief,Drama,2020-09-03,94.574,2020
Monsters of Man,Science Fiction,2020-11-19,11.07,2020
Xtreme,Action,2021-06-04,28.905,2021
Xtreme,Adventure,2021-06-04,28.905,2021
Xtreme,Crime,2021-06-04,28.905,2021
The Silencing,Action,2020-07-18,16.203,2020
The Silencing,Thriller,2020-07-18,16.203,2020
Altered Carbon: Resleeved,Animation,2020-03-19,64.547,2020
Altered Carbon: Resleeved,Science Fiction,2020-03-19,64.547,2020
Encounter,Adventure,2021-12-03,85.3,2021
Encounter,Drama,2021-12-03,85.3,2021
Borat Subsequent Moviefilm,Comedy,2020-10-23,15.097,2020
Black Box,Horror,2020-10-06,41.144,2020
Black Box,Science Fiction,2020-10-06,41.144,2020
Black Box,Thriller,2020-10-06,41.144,2020
8-Bit Christmas,Family,2021-11-24,33.703,2021
8-Bit Christmas,Comedy,2021-11-24,33.703,2021
Finding ʻOhana,Action,2021-01-29,48.04,2021
Finding ʻOhana,Adventure,2021-01-29,48.04,2021
Finding ʻOhana,Comedy,2021-01-29,48.04,2021
Finding ʻOhana,Family,2021-01-29,48.04,2021
Sputnik,Science Fiction,2020-09-08,56.732,2020
Sputnik,Drama,2020-09-08,56.732,2020
Sputnik,Horror,2020-09-08,56.732,2020
Cinderella,Fantasy,2021-09-03,57.139,2021
Cinderella,Romance,2021-09-03,57.139,2021
Cinderella,Comedy,2021-09-03,57.139,2021
"My Donkey, My Lover & I",Comedy,2020-09-16,11.504,2020
"My Donkey, My Lover & I",Adventure,2020-09-16,11.504,2020
"My Donkey, My Lover & I",Romance,2020-09-16,11.504,2020
32 Malasana Street,Horror,2020-01-17,15.583,2020
His House,Drama,2020-01-27,38.819,2020
His House,Horror,2020-01-27,38.819,2020
His House,Thriller,2020-01-27,38.819,2020
Titane,Drama,2021-07-14,43.779,2021
Titane,Thriller,2021-07-14,43.779,2021
Titane,Horror,2021-07-14,43.779,2021
Operation Christmas Drop,Comedy,2020-11-05,8.34,2020
Operation Christmas Drop,Family,2020-11-05,8.34,2020
Operation Christmas Drop,Romance,2020-11-05,8.34,2020
Guns Akimbo,Comedy,2020-02-27,20.826,2020
Guns Akimbo,Action,2020-02-27,20.826,2020
Megaboa,Horror,2021-11-26,6.349,2021
Megaboa,Action,2021-11-26,6.349,2021
The War with Grandpa,Comedy,2020-08-27,19.597,2020
The War with Grandpa,Family,2020-08-27,19.597,2020
Follow Me,Horror,2020-07-16,10.965,2020
Follow Me,Thriller,2020-07-16,10.965,2020
"I Love You, Stupid",Comedy,2020-01-24,8.682,2020
Single All the Way,Romance,2021-12-02,30.741,2021
Single All the Way,Comedy,2021-12-02,30.741,2021
Single All the Way,Drama,2021-12-02,30.741,2021
Baggio: The Divine Ponytail,Drama,2021-05-26,15.218,2021
Return of the Tooth Fairy,Horror,2020-06-15,32.358,2020
Paranormal Activity: Next of Kin,Horror,2021-10-29,238.365,2021
Paranormal Activity: Next of Kin,Mystery,2021-10-29,238.365,2021
Paranormal Activity: Next of Kin,Thriller,2021-10-29,238.365,2021
Moonfall,Science Fiction,2022-02-03,547.1,2022
Moonfall,Adventure,2022-02-03,547.1,2022
Moonfall,Action,2022-02-03,547.1,2022
Passing,Drama,2021-10-27,25.272,2021
Roald Dahl's The Witches,Family,2020-10-25,176.523,2020
Roald Dahl's The Witches,Fantasy,2020-10-25,176.523,2020
Roald Dahl's The Witches,Adventure,2020-10-25,176.523,2020
Roald Dahl's The Witches,Comedy,2020-10-25,176.523,2020
Roald Dahl's The Witches,Horror,2020-10-25,176.523,2020
Morbius,Action,2022-03-30,1145.026,2022
Morbius,Science Fiction,2022-03-30,1145.026,2022
Morbius,Fantasy,2022-03-30,1145.026,2022
"Love, Guaranteed",Romance,2020-09-02,8.112,2020
"Love, Guaranteed",Comedy,2020-09-02,8.112,2020
The Man from Toronto,Action,2022-06-24,1299.583,2022
The Man from Toronto,Comedy,2022-06-24,1299.583,2022
The Man from Toronto,Thriller,2022-06-24,1299.583,2022
Queenpins,Comedy,2021-08-26,17.391,2021
Queenpins,Crime,2021-08-26,17.391,2021
The Babysitter: Killer Queen,Comedy,2020-09-10,57.786,2020
The Babysitter: Killer Queen,Horror,2020-09-10,57.786,2020
Unhinged,Action,2020-07-16,22.358,2020
Unhinged,Thriller,2020-07-16,22.358,2020
Eurovision Song Contest: The Story of Fire Saga,Comedy,2020-06-26,10.518,2020
Eurovision Song Contest: The Story of Fire Saga,Music,2020-06-26,10.518,2020
The Assistant,Drama,2020-01-31,10.701,2020
Crisis,Thriller,2021-02-26,48.782,2021
Crisis,Crime,2021-02-26,48.782,2021
Crisis,Drama,2021-02-26,48.782,2021
Spell,Thriller,2020-10-30,51.175,2020
Spell,Horror,2020-10-30,51.175,2020
Spell,Fantasy,2020-10-30,51.175,2020
Aftermath,Horror,2021-08-04,54.577,2021
Aftermath,Crime,2021-08-04,54.577,2021
Aftermath,Drama,2021-08-04,54.577,2021
Aftermath,Thriller,2021-08-04,54.577,2021
A California Christmas,Comedy,2020-12-14,7.563,2020
A California Christmas,Romance,2020-12-14,7.563,2020
A California Christmas,Drama,2020-12-14,7.563,2020
The Guilty,Drama,2021-09-24,35.715,2021
The Guilty,Thriller,2021-09-24,35.715,2021
Dangerous Lies,Thriller,2020-05-30,13.04,2020
Diary of a Wimpy Kid,Animation,2021-12-03,191.737,2021
Diary of a Wimpy Kid,Comedy,2021-12-03,191.737,2021
Diary of a Wimpy Kid,Family,2021-12-03,191.737,2021
Below Zero,Action,2021-01-29,45.267,2021
Below Zero,Crime,2021-01-29,45.267,2021
Below Zero,Thriller,2021-01-29,45.267,2021
Outside the Wire,Thriller,2021-01-15,69.767,2021
Outside the Wire,Action,2021-01-15,69.767,2021
Outside the Wire,Science Fiction,2021-01-15,69.767,2021
Becky,Thriller,2020-07-23,19.343,2020
Becky,Crime,2020-07-23,19.343,2020
Becky,Horror,2020-07-23,19.343,2020
The Talent of the Hornet,Thriller,2020-11-18,8.219,2020
Misbehaviour,Drama,2020-03-12,10.04,2020
Misbehaviour,History,2020-03-12,10.04,2020
Misbehaviour,Comedy,2020-03-12,10.04,2020
The Secret Garden,Family,2020-07-08,17.374,2020
The Secret Garden,Fantasy,2020-07-08,17.374,2020
The Secret Garden,Drama,2020-07-08,17.374,2020
Flashback,Thriller,2020-10-08,63.882,2020
Gunpowder Milkshake,Action,2021-07-14,106.522,2021
Gunpowder Milkshake,Crime,2021-07-14,106.522,2021
Gunpowder Milkshake,Thriller,2021-07-14,106.522,2021
Possessor Uncut,Horror,2020-10-02,15.452,2020
Possessor Uncut,Thriller,2020-10-02,15.452,2020
Possessor Uncut,Science Fiction,2020-10-02,15.452,2020
Time Is Up,Romance,2021-09-09,104.545,2021
Time Is Up,Drama,2021-09-09,104.545,2021
Antlers,Drama,2021-10-28,192.308,2021
Antlers,Horror,2021-10-28,192.308,2021
Antlers,Mystery,2021-10-28,192.308,2021
Like a Boss,Comedy,2020-01-09,22.486,2020
"Yes, God, Yes",Comedy,2020-07-24,31.576,2020
"Yes, God, Yes",Drama,2020-07-24,31.576,2020
Gold,Thriller,2022-01-13,203.801,2022
Gold,Action,2022-01-13,203.801,2022
No Sudden Move,Crime,2021-06-24,45.31,2021
No Sudden Move,Drama,2021-06-24,45.31,2021
No Sudden Move,Mystery,2021-06-24,45.31,2021
The Deep House,Horror,2021-06-30,176.364,2021
The Occupant,Thriller,2020-03-25,10.166,2020
The Occupant,Drama,2020-03-25,10.166,2020
Vanguard,Action,2020-09-30,131.89,2020
Vanguard,Adventure,2020-09-30,131.89,2020
Vanguard,Crime,2020-09-30,131.89,2020
The Little Things,Crime,2021-01-28,47.979,2021
The Little Things,Drama,2021-01-28,47.979,2021
The Little Things,Thriller,2021-01-28,47.979,2021
Beckett,Crime,2021-08-04,76.234,2021
Beckett,Mystery,2021-08-04,76.234,2021
Beckett,Thriller,2021-08-04,76.234,2021
Sea Fever,Science Fiction,2020-06-12,16.855,2020
Sea Fever,Horror,2020-06-12,16.855,2020
Sea Fever,Thriller,2020-06-12,16.855,2020
Come Play,Horror,2020-10-28,21.003,2020
American Pie Presents: Girls' Rules,Comedy,2020-10-06,55.338,2020
Inheritance,Thriller,2020-04-30,19.035,2020
The Craft: Legacy,Horror,2020-10-28,77.764,2020
The Craft: Legacy,Drama,2020-10-28,77.764,2020
The Craft: Legacy,Fantasy,2020-10-28,77.764,2020
Blacklight,Action,2022-02-10,409.268,2022
Blacklight,Thriller,2022-02-10,409.268,2022
Rebecca,Romance,2020-10-16,14.581,2020
Rebecca,Drama,2020-10-16,14.581,2020
Rebecca,Mystery,2020-10-16,14.581,2020
Rebecca,Thriller,2020-10-16,14.581,2020
Airplane Mode,Comedy,2020-01-23,11.251,2020
Airplane Mode,Drama,2020-01-23,11.251,2020
Airplane Mode,Romance,2020-01-23,11.251,2020
Nightbooks,Fantasy,2021-09-15,87.388,2021
Nightbooks,Family,2021-09-15,87.388,2021
Nightbooks,Horror,2021-09-15,87.388,2021
Eiffel,Romance,2021-10-07,11.168,2021
Eiffel,Drama,2021-10-07,11.168,2021
Underwater,Action,2020-01-08,34.646,2020
Underwater,Horror,2020-01-08,34.646,2020
Underwater,Science Fiction,2020-01-08,34.646,2020
Underwater,Thriller,2020-01-08,34.646,2020
Army of the Dead,Action,2021-05-14,131.668,2021
Army of the Dead,Crime,2021-05-14,131.668,2021
Army of the Dead,Horror,2021-05-14,131.668,2021
Army of the Dead,Thriller,2021-05-14,131.668,2021
Welcome to Sudden Death,Action,2020-09-09,8.634,2020
Antebellum,Horror,2020-09-02,49.279,2020
Black Crab,Action,2022-03-18,188.226,2022
Black Crab,Thriller,2022-03-18,188.226,2022
The Beast,Crime,2020-11-27,8.682,2020
My Son,Thriller,2021-09-23,17.808,2021
My Son,Mystery,2021-09-23,17.808,2021
My Son,Drama,2021-09-23,17.808,2021
My Son,Crime,2021-09-23,17.808,2021
V/H/S/94,Horror,2021-09-26,22.642,2021
Synchronic,Science Fiction,2020-10-23,11.564,2020
Synchronic,Drama,2020-10-23,11.564,2020
Synchronic,Thriller,2020-10-23,11.564,2020
Synchronic,Horror,2020-10-23,11.564,2020
The Card Counter,Drama,2021-09-03,17.105,2021
The Card Counter,Crime,2021-09-03,17.105,2021
The Card Counter,Thriller,2021-09-03,17.105,2021
Rifkin's Festival,Romance,2020-10-01,9.967,2020
Rifkin's Festival,Comedy,2020-10-01,9.967,2020
Last Man Down,Action,2021-10-19,358.251,2021
Last Man Down,Thriller,2021-10-19,358.251,2021
Spoiled Brats,Comedy,2021-09-15,66.718,2021
Mandibles,Comedy,2020-09-16,10.249,2020
Mandibles,Fantasy,2020-09-16,10.249,2020
Body Cam,Horror,2020-05-19,11.898,2020
Body Cam,Thriller,2020-05-19,11.898,2020
Body Cam,Mystery,2020-05-19,11.898,2020
Archive,Science Fiction,2020-08-13,13.532,2020
Archive,Drama,2020-08-13,13.532,2020
Archive,Fantasy,2020-08-13,13.532,2020
Archive,Thriller,2020-08-13,13.532,2020
Yara,Crime,2021-10-18,24.663,2021
Yara,Drama,2021-10-18,24.663,2021
Kajillionaire,Crime,2020-09-25,14.704,2020
Kajillionaire,Drama,2020-09-25,14.704,2020
Kajillionaire,Comedy,2020-09-25,14.704,2020
Pleasure,Drama,2021-10-08,88.852,2021
The Decline,Thriller,2020-02-27,6.913,2020
Kimi,Thriller,2022-02-10,329.014,2022
Alone,Thriller,2020-09-10,105.453,2020
Alone,Horror,2020-09-10,105.453,2020
Under the Riccione Sun,Comedy,2020-07-01,11.245,2020
Under the Riccione Sun,Romance,2020-07-01,11.245,2020
A Babysitter's Guide to Monster Hunting,Family,2020-10-14,39.595,2020
A Babysitter's Guide to Monster Hunting,Fantasy,2020-10-14,39.595,2020
A Babysitter's Guide to Monster Hunting,Adventure,2020-10-14,39.595,2020
A Babysitter's Guide to Monster Hunting,Comedy,2020-10-14,39.595,2020
The New Mutants,Horror,2020-08-26,80.881,2020
The New Mutants,Science Fiction,2020-08-26,80.881,2020
The New Mutants,Mystery,2020-08-26,80.881,2020
The New Mutants,Action,2020-08-26,80.881,2020
The Wolf of Snow Hollow,Horror,2020-10-23,53.581,2020
The Wolf of Snow Hollow,Thriller,2020-10-23,53.581,2020
The Nest,Drama,2020-05-08,9.59,2020
The Nest,Romance,2020-05-08,9.59,2020
The Prom,Romance,2020-12-02,6.319,2020
The Prom,Comedy,2020-12-02,6.319,2020
The Water Man,Adventure,2020-09-13,20.684,2020
Silent Night,Horror,2021-12-03,15.387,2021
Silent Night,Comedy,2021-12-03,15.387,2021
Silent Night,Drama,2021-12-03,15.387,2021
Fatale,Thriller,2020-12-18,11.421,2020
How I Became a Superhero,Science Fiction,2020-11-19,111.574,2020
How I Became a Superhero,Adventure,2020-11-19,111.574,2020
How I Became a Superhero,Action,2020-11-19,111.574,2020
How I Became a Superhero,Comedy,2020-11-19,111.574,2020
How I Became a Superhero,Thriller,2020-11-19,111.574,2020
We Can Be Heroes,Action,2020-12-25,78.582,2020
We Can Be Heroes,Fantasy,2020-12-25,78.582,2020
We Can Be Heroes,Family,2020-12-25,78.582,2020
We Can Be Heroes,Comedy,2020-12-25,78.582,2020
Songbird,Thriller,2020-12-10,19.648,2020
Songbird,Romance,2020-12-10,19.648,2020
Songbird,Drama,2020-12-10,19.648,2020
Songbird,Mystery,2020-12-10,19.648,2020
Earth and Blood,Action,2020-04-17,13.421,2020
Earth and Blood,Thriller,2020-04-17,13.421,2020
Redemption Day,Action,2021-01-08,106.096,2021
The F**k-It List,Comedy,2020-07-01,9.505,2020
Chernobyl: Abyss,Drama,2021-04-15,247.815,2021
Chernobyl: Abyss,History,2021-04-15,247.815,2021
Chernobyl: Abyss,Adventure,2021-04-15,247.815,2021
Dangerous,Action,2021-11-05,108.4,2021
Dangerous,Thriller,2021-11-05,108.4,2021
Copshop,Thriller,2021-09-09,25.046,2021
Copshop,Crime,2021-09-09,25.046,2021
Copshop,Action,2021-09-09,25.046,2021
Diabolik,Crime,2021-12-16,11.936,2021
Diabolik,Action,2021-12-16,11.936,2021
Interceptor,Action,2022-05-26,419.751,2022
Interceptor,Thriller,2022-05-26,419.751,2022
Interceptor,Adventure,2022-05-26,419.751,2022
The Wrong Missy,Comedy,2020-05-13,24.571,2020
The Wrong Missy,Romance,2020-05-13,24.571,2020
Willy's Wonderland,Action,2021-02-12,69.675,2021
Willy's Wonderland,Horror,2021-02-12,69.675,2021
Willy's Wonderland,Comedy,2021-02-12,69.675,2021
Tolo Tolo,Comedy,2020-01-01,5.9,2020
Tolo Tolo,Drama,2020-01-01,5.9,2020
Tolo Tolo,Family,2020-01-01,5.9,2020
On the Rocks,Drama,2020-10-02,11.697,2020
On the Rocks,Comedy,2020-10-02,11.697,2020
The Empty Man,Horror,2020-10-22,58.954,2020
The Empty Man,Mystery,2020-10-22,58.954,2020
The Empty Man,Thriller,2020-10-22,58.954,2020
Ultras,Drama,2020-03-09,6.869,2020
Unknown Origins,Drama,2020-08-28,8.731,2020
Unknown Origins,Thriller,2020-08-28,8.731,2020
Cry Macho,Drama,2021-09-16,22.585,2021
Cry Macho,Western,2021-09-16,22.585,2021
Fortress,Crime,2021-12-17,104.367,2021
Fortress,Action,2021-12-17,104.367,2021
Fortress,Thriller,2021-12-17,104.367,2021
Candyman,Horror,2021-08-25,72.763,2021
The Virtuoso,Thriller,2021-04-30,52.952,2021
The Virtuoso,Crime,2021-04-30,52.952,2021
Desperados,Comedy,2020-07-01,6.489,2020
Desperados,Romance,2020-07-01,6.489,2020
Wasp Network,Drama,2020-01-29,10.572,2020
Wasp Network,History,2020-01-29,10.572,2020
Wasp Network,Thriller,2020-01-29,10.572,2020
Voyagers,Science Fiction,2021-04-08,81.655,2021
Voyagers,Thriller,2021-04-08,81.655,2021
Hypnotic,Thriller,2021-10-27,71.857,2021
Hypnotic,Drama,2021-10-27,71.857,2021
